"year","ADID","CreativeUrl","Currency.Code","Spend","Impressions","StartDate","EndDate","OrganizationName","BillingAddress","CandidateBallotInformation","PayingAdvertiserName","CommitteeName","CommitteeIdentificationNumber","DisclosureNameOfCommittee","AdvertisingJurisdiction","Gender","AgeBracket","CountryCode","Regions..Included.","Regions..Excluded.","Electoral.Districts..Included.","Electoral.Districts..Excluded.","Radius.Targeting..Included.","Radius.Targeting..Excluded.","Metros..Included.","Metros..Excluded.","Postal.Codes..Included.","Postal.Codes..Excluded.","Location.Categories..Included.","Location.Categories..Excluded.","Interests","OsType","Segments","Language","AdvancedDemographics","Targeting.Connection.Type","Targeting.Carrier..ISP.","CreativeProperties","id","text"
2025,"92626299c7413025e5d58038b73c6ac737512e9ea00646765a3176ab73a56ca0","https://www.snap.com/political-ads/asset/5d5bf6d141fcf6e3ea441cb519bd77377c6a429117ea76ec1617d42921108b4e?mediaType=png","USD",36,2217,"2025/11/07 11:22:53Z",NA,"Mercy USA","US",NA,"Mercy-USA",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advocates & Activists,Philanthropists",NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://mercyusa.org/emergency-food-aid-for-yemen?utm_source=Paid+Social&utm_medium=Snapchat",9038,"ز هندي أصفر در جاده الريحا صلاله Mercy - USA Mercy - USA for Aid and Development Food Basket Distribution project 2025 Yemen Program Abyan SIED WITH IRON AND FOLIC ACI بلد المتنا الحسام أعالي الجودة Mercy - USA Mercy - USA for Aid and Development TURN MERCY INTO FOOD FOR YEMENI FAMILIES SEND FOOD BASKETS - TAX - DEDUCTIBLE"
2020,"dc8627dad05339c024202237332de8731ddddb84ed40cc81b5fd8d72018bd8d7","https://www.snap.com/political-ads/asset/0b73163fc246c9abc480bf2f1b3d9914455b405ff9a4fa47c388f782fec32eb7?mediaType=png","USD",30,5653,"2020/10/28 05:00:00Z","2020/11/03 05:59:59Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US","Democratic National Committee","Democratic National Committee",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,"latitude 33.652727999999996;longitude -112.009884;radius 5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,NA,1128,"VOTE EARLY VOTE BLUE Vote For Our Future ARIZONA I'm an Early Voter ! *** 20 MILLION BALLOTS CAST AND COUNTING VOTE BLUE 2020 ! WE HAVE THE POWER PAID FOR BY THE DEMOCRATIC NATIONAL COMMITTEE , DEMOCRATS.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE ."
2024,"9dc6efc35d54ef75e66a027edb1e88a93d3d6b0d14d67d905db5c3a474ce3dbf","https://www.snap.com/political-ads/asset/8f2309fe5a2cd2f6def47fe9551242e0e1cb7485b2a7362b7b4de94cd40bcef1?mediaType=png","USD",267,19522,"2024/09/25 04:00:29Z","2024/10/17 03:59:00Z","Voter Formation Project","712 H St NE PMB 41,Washington,20002,US",NA,"Voter Formation Project",NA,NA,NA,NA,NA,"18+","united states","Wisconsin","California,Arkansas,Arizona,Colorado,Alaska,Alabama,Kansas,Maine,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Kentucky,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,District of Columbia,Washington,West Virginia,Wyoming,Delaware,Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://register.howtovote.guide?utm_source=snap&utm_brand=htv&utm_medium=paid-cnv&utm_campaign=24rg-rn-p1-if&utm_term=wi-p-v&utm_content=VFPH1GG5A8G",6771,"TIME TO TAKE ACTION WISCONSIN : ONLINE REGISTRATION ENDS OCTOBER 16TH ! PAID FOR BY VOTER FORMATION PROJECT REGISTER TO VOTE howtovote"
2019,"f9b1374bf64eab43051892141095305197e1b5d77714b6fea53a2334eb1295dc","https://www.snap.com/political-ads/asset/64bab9624ce248525bbb225f58eb04191b812910e3799c25c88722197f206fd5?mediaType=png","USD",55,10087,"2019/09/04 22:42:40Z",NA,"Chong and Koster","1707 L St NW Suite 950,Washington,20036,US",NA,"Voter Participation Center",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"40027,40036,42201,40350,41226,42759,40170,41201,40063,40434,42163,41160,42374,40171,42338,42130,40492,40161,40007,42131,40355,42135,42033,42788,42153,41366,42252,40982,41833,42152,41848,41775,40025,42151,40983,42022,42047,41561,40843,40979,41762,41368,40808,41520,42060,42463,40755,40941,40803,40334,40955,40849,41142,40818,41739,42457,40874,41542,41745,42369,40946,40153,41364,41812,41181,41849,40858,40058,41735,41751,41861,42254,40020,41621,41526,42631,40506,42032,40913,41534,41643,41310,42755,40997,40048,40049,41173,40319,40292,40448,40209,42638,41549,42370,40018,41413,42061,42332,41386,40366,40588,40951,40830,40488,41612,42402,42002,41702,40376,41451,42719,40829,40357,42758,40339,41062,40392,40702,42102,40061,40460","42334,41052,40363,40110,41135,40473,41426,40743,42742,41421,42216,40816,42221,41713,40844,41271,40921,40062,40995,42326,41663,40930,42288,42720,41736,41517,40964,40801,42219,41859,41351,41772,42444,42558,41390,41778,41502,41397,42460,42070,40317,42356,40730,40932,40410,42702,41105,41538,41760,41065,40944,41096,42502,42063,42124,40452,42037,40157,42715,42157,40481,42040,40826,42458,41268,42764,41821,42354,41264,42069,41124,40316,42782,42214,41660,40862,41622,42232,40827,41554,41257,40012,41044,41826,42265,40870,40140,41837,42371,41659,42154,41234,41558,41214,41650,41845,41655,41604,40923,41352,41838,40953,41743,40943,41385,41260,40840,41564,41727,41547,42440,42603,41274,41669,41360,41834,41365,40824,41267,41616,41528,41839,41544,42207,42055,42436,40075,42413,40142,41010,42372,40387,40372,41531,41238,40068,40370,41121,42452,42027,42058,41003,41007,40379,41093,42409,42020,41033,40104,42044,42716,42647,40472,40734,41216,42159,40056,40737,40146,42217,40810,42455,42078,40144,40011,41749,42721,41640,40740,42351,42352,40759,41719,40828,41332,40111,42056,41722,42031,41231,41183,40442,41831,42519,40404,40313,40507,40121,40050,42724,40071,40059,41091,42366,41051,42567,41001,42167,41472,40311,41040,42743,40744,41143,40359,40031,41230,40337,42029,41465,40456,41144,40051,40360,40175,41017,41031,41102,40356,42127,40067,40324,40069,41522,42445,40769,41537,42765,40351,42748,41701,40513,40475,41301,42001,40033,42071,40219,42301,42437,40208,40203,40422,42276,41240,41011,41015,40211,41018,41016,40272,41014,40210,40508,40160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://register2.rockthevote.com/?partner=101&source=CK-VPC-OVR20-SC-RTV.A02-KY-Zips-BO-18.35",165,"SWIPE TO REGISTER TO VOTE MONWEALTH COMMON UNITED WE OF TAND ENTUCKY DIVIDED WE FALL ^ DEADLINE 10/07"
2019,"65b1ff61fcabe45324a5d92d6602df63f924d6f04c0a5c09208a2f9d6e5216be","https://www.snap.com/political-ads/asset/97fb787fa98e7df8602cfa0fc05f43d492bf4e6b46dffda4c2ca3ecba8d9e84a?mediaType=png","USD",119,30302,"2019/10/17 20:09:20Z","2019/11/06 00:00:00Z","ACRONYM","US","Get out the vote","ACRONYM",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://peoplespowergrab.civicengine.com/?utm_source=snap&utm_medium=paid-awr&utm_campaign=ppg-mob&utm_term=va-18b34-rv-v&utm_content=C35E49FD",641,"MY ANCESTORS CONSPIRED SO I COULD BE HERE TODAY VOTE"
2020,"fdac6dc569034c7b931addc1bfa10446f1304246232e8396e9700e5276bd88ed","https://www.snap.com/political-ads/asset/bbb63e8a895519d51c9e1b79a4be1578d69f8e30f219830898e7e6a548130cdd?mediaType=png","USD",3142,3249534,"2020/01/29 15:00:00Z","2020/07/01 03:59:59Z","Assembly","711 3rd Ave, New York, NY 10017,new york city,10017,US",NA,"truth",NA,NA,NA,NA,NA,"24-","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2767,"truth THIS IS QUITTING GET QUITTING ADVICE FROM REAL PEOPLE TEXT THIS IS QUITTING ™ TO QUIT VAPING data and message rates apply"
2022,"128624d9a4add7de6ecd1ac0185ea6331bb76588b953772b09ffe6c46d07cc63","https://www.snap.com/political-ads/asset/50bf8553052d89a6176bbb2d136cf747a72500ab3abbb0fa2721b719e0fde00d?mediaType=png","USD",1300,258331,"2022/10/12 15:00:27Z","2022/11/09 04:15:00Z","Wavelength Strategy","US",NA,"Arizona Democratic Party",NA,NA,NA,NA,NA,"18+","united states","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://iwillvote.com/az",5715,"LOCATE YOUR NEAREST EARLY VOTING LOCATIONS VOTED AND DON'T FORGET TO BRING AN ID TO VOTE IN PERSON . IWILLVOTE.COM/AZ PAID FOR BY THE ARIZONA DEMOCRATIC PARTY . WWW.AZDEM.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE ."
2021,"6bac15a1f81258fe36b0ce532b07835fb74e182dcd51d802fbced37e75e3c43e","https://www.snap.com/political-ads/asset/c58e4d2e285531de1d6b318cb475d8b134d79fca8a6b8077dabeb738fa8a7af6?mediaType=png","USD",1514,472019,"2021/02/17 21:17:09Z","2021/04/16 03:41:13Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US",NA,"American Civil Liberties Union",NA,NA,NA,NA,NA,"18-25","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Political News Watchers",NA,NA,"en",NA,NA,NA,"web_view_url:https://action.aclu.org/signup/pm-safe-abortion-access-now?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-repro-news18-25_safeaccess_03052021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-repro-news18-25_safeaccess_03052021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-repro-news18-25_safeaccess_03052021=",4025,"DEMAND ACLU SAFE ACCESS TO ABORTION NOW ADD YOUR NAME <"
2022,"832673923a9889a0b5794a0d9eb443005f1cd973fbe0a1c303baa9d2fae14f3e","https://www.snap.com/political-ads/asset/4559a30759ef90120b80c715997ec50661b022508fc1f7b0f4536c2cd7ada83b?mediaType=png","USD",12768,1901083,"2022/01/28 18:03:09Z","2022/04/01 04:59:59Z","Ogilvy & Mather Chicago","333 N Green St, Floor 15,Chicago,60607,US",NA,"City of Chicago",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"60659,60630,60608,60634,60623,60652,60609,60643,60655,60656,60638,60612,60651,60636,60637,60653,60617,60619,60624,60628,60620,60644,60649,60621,60633,60626,60632,60629,60616,60615,60639,60641,60660,60631,60618,60614,60645,60646,60647,60625,60610,60622,60640",NA,NA,NA,NA,NA,"Provided by Advertiser","en",NA,NA,NA,"web_view_url:https://www.chicago.gov/city/en/sites/covid19-vaccine/home/vax-chi-nation.html?utm_medium=PaidSocial&utm_campaign=CDPH_VaxChiNation_Chicago_Q1_English&utm_source=Snapchat&utm_term=ChicagoZipCodes&utm_content=VaxChiNation_Static_Frederick",5873,"I COULDN'T MAKE MY MONEY HEAR WHY VAX CH NATION JOIN THE MOVEMENT FREDRICK R. CHI.GOV/REALSTORIES CHICAGO Mayor Lori E. Lightfoot"
2022,"0c68a70cea71267283a7ad024bb229318fa24adcd8f210da5e87abbfacea9647","https://www.snap.com/political-ads/asset/3e4cc7e40b4370ee952bd1c823eeb52a618e1177c6fb14ce63fdcc3b31f52684?mediaType=png","USD",533,23088,"2022/09/26 07:00:25Z","2022/10/12 06:59:59Z","Trilogy Interactive","2054 University Ave STE 600,Berkeley,94704,US","Rex Richardson","Long Beach Firefighters PAC","Long Beach Firefighters PAC","Filer #781470","Long Beach Firefighters PAC","N/A",NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.joinrexrichardson.com/",4932,"Los Angeles County DEMOCRATIC PARTY Planned Parenthood Planned Parenthood Action Fund Long Beach Firefighters Endorse Rex Richardson VOTE VICE MAYOR REX FOR MAYOR"
2024,"811d04addcd91c96a42d8d4836fc0b922fa3722374a197d3bae59ad85d4f554a","https://www.snap.com/political-ads/asset/d83680259c0944da6c243fa2663202921d4b5665940f295895dc1576a6ae574a?mediaType=png","USD",2491,82778,"2024/10/29 22:59:37Z","2024/11/02 19:00:00Z","Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,"Virginia,Tennessee,Georgia,South Carolina",NA,NA,NA,NA,NA,NA,"27105,27110,27401,27411,27823,27831,27847,27849,27861,27867,27869,27887,27890,27969,28208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://iwillvote.com/Locate?state=NC&utm_source=HFP&utm_campaign=HFP-DCS-EVIP-2024&utm_medium=ads&utm_content=Snap-Story-NC-X-EVIP-Zips-Ad1136",6875,"Voting is more important than ever , NORTH CAROLINA MAKE A PLAN TO VOTE TODAY Early vote today ! PAID FOR BY HARRIS FOR PRESIDENT"
2020,"05a1d9a0af1540707cc86b37300011ceb764d22d0078ebf6a40e5743bb1890ec","https://www.snap.com/political-ads/asset/45d259bb4bb35c693c77055a280504d9934ae67b64e69da96d25055ff4882cff?mediaType=png","USD",134,15690,"2020/10/29 21:00:00Z","2020/11/04 00:30:00Z","Lockwood Strategy","1140 3rd St. NW,Washington,20002,US","Show Up To Vote","PACRONYM",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.showuptovote.com/make-a-plan?utm_source=snap&utm_medium=paid-cnv&utm_campaign=svi-go-sp&utm_term=nc-go-v&utm_content=FAEA50C3",3124,"РОНА VOTE VOTE РОНА Who voted in your area ? VOTE TUESDAY NOVEMBER 3"
2020,"a52978edc9c16b7f426bb3ee6c5693b64e43bcd87388fbd18067171712805827","https://www.snap.com/political-ads/asset/23c1d637a3c826e4b77f80c89695262da50a547eb3417bbf999f345abcb2a7f5?mediaType=png","USD",2286,296249,"2020/09/28 22:49:51Z","2020/11/03 22:00:00Z","Wavelength Strategy","US","Progress North Carolina","Progress North Carolina",NA,NA,NA,NA,NA,"18+","united states","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.ncvoter.org/registering-to-vote/",2835,"PEVOTEVOTEVOTEVO I PITY THE FOOL WHO IS NOT REGISTERED TO VOTE ! EVO TEVO DO IT ONLINE NOW ! TEV TEV VOTE VO VOTEV TEVOTER VOTEN TE WOTE STEVOTEE V TEVOTE TEVOTEE VO STEEVE VOTE TEVOTE V VOTEV TEVOTE ČE VOTEVOTEVÕTEVO PE V NCVOTER.ORG/REGISTERING-TO-VOTE/#ONLINE DEADLINE OCT 9 TEV PEVOTEVOTEVOTE VI"
2021,"8541aa5843be82a6f9f76656376cb9365bfa0028c4a78dc45a619952c3c5d640","https://www.snap.com/political-ads/asset/d1ab9b25361941a11ec623e56670b315c2fca533943248f97340a90a48efaf47?mediaType=png","USD",3,960,"2021/02/11 21:22:56Z","2021/02/22 19:59:59Z","Mandate Media","US","Ron Wyden for Senate","& Authorized by Wyden for Senate",NA,NA,NA,NA,NA,"18+","united states","Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Collegiates,Math & Science Enthusiasts,Outdoor & Nature Enthusiasts",NA,NA,NA,NA,NA,NA,"web_view_url:https://www.standtallforamerica.com/petition/green-new-deal/sc/",4209,"TELL CONGRESS : LET'S PASS A GREEN NEW DEAL ! SWIPE UP & SIGN THE PETITION PAID FOR AND AUTHORIZED BY WYDEN FOR SENATE"
2022,"bb57844cfc3fee97c9702a7f2b92271af015ea48bc779b9a515de84dbd8fe2fe","https://www.snap.com/political-ads/asset/b8f31305fde14acdce1a2b1e32667a51ebd6064171a862741747ce4c57f370d4?mediaType=png","USD",654,117760,"2022/10/21 22:00:00Z","2022/11/08 23:00:00Z","BCom Solutions","919 Central Ave,Auburn,68305,US","Preserve the Good Life","Preserve the Good Life",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://preservethegoodlife.com/ptgl_marijuana_ld31/",4662,"DO YOU SUPPORT Legalizing Medical Marijuana ? YES ! PAID FOR BY PRESERVE THE GOOD LIFE"
2021,"497b42bf745e1e5721a7b74d6be2e5dc209221468ecee64727789b4020709a28","https://www.snap.com/political-ads/asset/cee814c7b53903ea08c9e3555ca1c0151361481e3be21a91409045eb542a2864?mediaType=png","USD",99,39145,"2021/01/07 21:37:24Z",NA,"Greater Half","US",NA,"Greater Half",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.greaterhalf.com/collections/hoodies",3764,"50 % OFF ! SSS SALE SALE SALE JOIN OR DIE USE ALL HOODIES !"
2020,"bce485e5d68372ede1ce2e001147d9ce71d2eed837460f98d417025cb9cdc177","https://www.snap.com/political-ads/asset/aaaee3aade036f794d4aacd236395a726d1d371dfc056dfd1b9975900f55cd65?mediaType=png","USD",638,561286,"2020/06/13 12:35:55Z",NA,"TodayIsAmerica","US",NA,"Today is America",NA,NA,NA,NA,NA,"16-27","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://todayisamerica.com",3184,"4TH July Collection USE CODE "" USA20 "" FOR 20 % OFF ENTIRE ORDERS GEORGE EABEE SLOSHINGTON DRINKIN SHOP NOW / Today is America.com"
2024,"11b607e43b79809ab434b1634c3a9d226038329ffc26eb16ab903d5303abbfa0","https://www.snap.com/political-ads/asset/e4b3f807cb4b3737b01863a30b1c993b2c931a6f8f8902cf5bbe6cc625ea5294?mediaType=png","USD",2865,795734,"2024/10/11 13:17:53Z","2024/11/06 04:59:59Z","Feel Good Action","1000 N Alameda St, Suite 240,Los Angeles,90012,US",NA,"The Civics Center",NA,NA,NA,NA,NA,"15-20","united states","California,North Carolina,Virginia,Florida,New York,Washington,Oregon,Minnesota,Massachusetts,Maryland,Rhode Island,Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://www.thecivicscenter.org/hellovoters/?tv-r=snap_graphic_3_retarget",6709,"< Notes Preregister to vote Starting at 16 years old , I can preregister to vote in my state ! Get it done today at hellovoters.org Don't wait , DO IT NOW !!! Hello VOTERS"
2021,"192454984f42e1cd518da177e59d4cd08a33ee6f67682d8568b7ee651abd7b33","https://www.snap.com/political-ads/asset/dda560178cafe40c570142d6a788368c80f7614c93b778833be975ea8859fd68?mediaType=png","USD",2,370,"2021/02/12 22:48:29Z","2021/02/24 07:59:59Z","Mandate Media","US","Ron Wyden for Senate","& Authorized by Wyden for Senate",NA,NA,NA,NA,NA,"18+","united states","Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.standtallforamerica.com/petition/vote-by-mail/a/",3567,"THE RIGHT TO VOTE SHOULD BE ACCESSIBLE TO ALL . OFFICIAL ELECTION MAIL TELL CONGRESS TO EXPAND VOTE BY MAIL . SWIPE UP 1 PAID FOR AND AUTHORIZED BY WYDEN FOR SENATE"
2020,"8e937a9af3d4ff660e96ccdea5884e37607835f690f2af70abe64289620d45a1","https://www.snap.com/political-ads/asset/0b73163fc246c9abc480bf2f1b3d9914455b405ff9a4fa47c388f782fec32eb7?mediaType=png","USD",14,2482,"2020/10/28 05:00:00Z","2020/11/03 05:59:59Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US","Democratic National Committee","Democratic National Committee",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,"latitude 33.306964;longitude -111.677283;radius 5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,NA,1157,"VOTE EARLY VOTE BLUE Vote For Our Future ARIZONA I'm an Early Voter ! *** 20 MILLION BALLOTS CAST AND COUNTING VOTE BLUE 2020 ! WE HAVE THE POWER PAID FOR BY THE DEMOCRATIC NATIONAL COMMITTEE , DEMOCRATS.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE ."
2021,"e7e5e194b82ea21abec7b15d567fe6091dab5527e906c5f97f7b584d8093286f","https://www.snap.com/political-ads/asset/378bac8f2ce6d1bf704e7d6b1b68b74f1f45fb6415eaccc343ff27624885d83a?mediaType=png","USD",84,21440,"2021/02/17 21:17:09Z","2021/04/16 03:41:13Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US",NA,"American Civil Liberties Union",NA,NA,NA,NA,NA,"18-25","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://action.aclu.org/signup/pm-reunite-separated-families?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-immigration-reengaged18-25_reunification_03052021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-immigration-reengaged18-25_reunification_03052021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-immigration-reengaged18-25_reunification_03052021=",3587,"ACLU REUNITE SEPARATED FAMILIES NOW ADD YOUR NAME"
2022,"bce5351de1ff49c16dba9e742640f20e87e1586b4693d7e8d76ded1dce4603bd","https://www.snap.com/political-ads/asset/7f45af40c39d28c5d723faed16734b210f3d799418f05e0752c221a714234ab1?mediaType=png","USD",1,110,"2022/09/21 21:58:18Z","2022/11/08 23:00:00Z","Wavelength Strategy","US","Andy Kim for Congress","Andy Kim for Congress",NA,NA,NA,NA,NA,"18+","united states","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.state.nj.us/state/elections/vote.shtml",5726,"ELECTION DAY IS TUESDAY , NOVEMBER 8 ! TCN VOTE ANDY KIM FOR CONGRESS 00000 FIND YOUR POLLING PLACE 00000 PAID FOR BY ANDY KIM FOR CONGRESS ANDY K"
2024,"e9fffd8367e28eb1b329e2af5679af781fceab23541f9d17aa2bebdeb6de3c00","https://www.snap.com/political-ads/asset/53872495e61cc3582063dff278fd0755ec1eed19fa192b0e5bfd70036eddcac2?mediaType=png","USD",38,1962,"2024/10/24 20:30:00Z","2024/11/01 03:59:00Z","Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://iwillvote.com/Locate?state=NV&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NV-X-VBMC-1P-Ad1086",8036,"TE VOTE E BY MAIL IVW AS ELON NV : IT'S TIME TO RETURN YOUR BALLOT MAIL TODAY IIII IIIIIII PAID FOR BY HARRIS FOR PRESIDENT"
2021,"3d7edd3f0fa92617b477436738a96a154c667822443cf559b195a36e775e65a9","https://www.snap.com/political-ads/asset/05bb36a690021d1ac4342447c01ed455c13231f2e05e44e47b9db621838156ea?mediaType=png","USD",24,3201,"2021/10/06 14:37:56Z","2021/12/29 04:59:59Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US",NA,"American Civil Liberties Union",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advocates & Activists",NA,NA,NA,NA,NA,NA,"web_view_url:https://action.aclu.org/signup/pm-student-debt?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-studentdebt-lg_cancel_11032021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-studentdebt-lg_cancel_11032021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-studentdebt-lg_cancel_11032021",3600,"CANCEL STUDENT DEBT SIGN THE PETITION"
2021,"0e659ddde88f1eaf969c3ae1909d6b764a0371d628887eb17917c62940ae02ba","https://www.snap.com/political-ads/asset/2b6befaff43a3df9030c054588bc725949895d15ad85bda064ab1652b80e0bd7?mediaType=png","USD",18,733,"2021/04/30 21:02:17Z",NA,"Chong and Koster","1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",NA,"NARAL Pro-Choice America",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser","en",NA,NA,NA,"web_view_url:https://act.prochoiceamerica.org/XjHy7Ey500qB1n3ZO7vunQ2?ms=CK.NAR.FY21.SC.VolunteerAcqMask.A01.ProgNews.BO.18p.P05",4471,"GET THIS MASK WHEN YOU SIGN UP TO VOLUNTEER WITH NARAL PRO - CHOICE AMERICA ! NARAL PRO - CHOICE AMERICA "" I'm speaking . """
2021,"64cb39d19cb6cdb8aac2e6034875dd838c0ddacd4111d86676e7f9afc066e8fa","https://www.snap.com/political-ads/asset/3e19349185b4bed3e74c687cf3f9ea5be24e0825444b17025f5389e30fb99170?mediaType=png","USD",139,44179,"2021/07/12 18:43:20Z","2021/08/02 06:59:59Z","Trilogy Interactive","2054 University Ave STE 600,Berkeley,94704,US","P4AD NOW","Patients for Affordable Drugs",NA,NA,NA,NA,NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://action.patientsforaffordabledrugsnow.org/a/lower-drug-prices-202105-sc",4057,"STATES KK 76117J K11 CELINA PRIVATE pap FE SHYY FEDERAL RESERVE NOTE HK 41054405 C Kll UNITED STATE yof the Treasury . E DERA THIS NOT FOR ALL DEBT Anna E Treasurer C4 FEDE DERAL RESERVE SYSTEM THIS NOTE IS LEGAL TENDER FOR ALL DEBTS , PUBLIC AND PRIVATE Anna Escobedo Cabral Treasurer of the United States . 100 SERIES 2006 RALIS NO FOR ALL DEBTS , P Anna Escobedo Treasurer of the United Sta Pharma makes huge profits . Patients suffer . CONGRESS , PASS THE DRUG PRICING PLAN"
